0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51
5.0,0.0,7.0,3.0,2.0,5.0,4.0,4.0,10.0,13.0,2.0,3.0,4.0,4.0,5.0,3.0,5.0,3.0,2.0,6.0,0.05555555555555555,0.0,0.07777777777777778,0.03333333333333333,0.022222222222222223,0.05555555555555555,0.044444444444444446,0.044444444444444446,0.1111111111111111,0.14444444444444443,0.022222222222222223,0.03333333333333333,0.044444444444444446,0.044444444444444446,0.05555555555555555,0.03333333333333333,0.05555555555555555,0.03333333333333333,0.022222222222222223,0.06666666666666667,90.0,0.11111111111111112,-0.6588888888888895,10602.131399999993,9.52199649810791,25.58555555555554,0.3333333333333333,0.16666666666666666,0.25555555555555554,2456.2571926432706,3274.70565439901,5730.962847042288
23.0,3.0,12.0,12.0,7.0,15.0,4.0,8.0,10.0,25.0,6.0,1.0,15.0,6.0,15.0,13.0,6.0,17.0,5.0,5.0,0.11057692307692307,0.014423076923076924,0.057692307692307696,0.057692307692307696,0.03365384615384615,0.07211538461538461,0.019230769230769232,0.038461538461538464,0.04807692307692308,0.1201923076923077,0.028846153846153848,0.004807692307692308,0.07211538461538461,0.028846153846153848,0.07211538461538461,0.0625,0.028846153846153848,0.08173076923076923,0.02403846153846154,0.02403846153846154,208.0,0.08173076923076923,-0.005288461538461511,22983.457700000003,7.731887626647949,30.139903846153842,0.32211538461538464,0.2115384615384615,0.3173076923076923,4252.849027988653,5242.616994391087,9495.466022379762
4.0,1.0,6.0,10.0,6.0,4.0,5.0,3.0,7.0,8.0,3.0,5.0,4.0,3.0,5.0,4.0,5.0,10.0,0.0,4.0,0.041237113402061855,0.010309278350515464,0.061855670103092786,0.10309278350515463,0.061855670103092786,0.041237113402061855,0.05154639175257732,0.030927835051546393,0.07216494845360824,0.08247422680412371,0.030927835051546393,0.05154639175257732,0.041237113402061855,0.030927835051546393,0.05154639175257732,0.041237113402061855,0.05154639175257732,0.10309278350515463,0.0,0.041237113402061855,97.0,0.10309278350515463,-0.5319587628865983,11341.727799999986,5.674600410461426,55.23103092783505,0.31958762886597936,0.17525773195876287,0.25773195876288657,2851.146545269145,3357.5643892286166,6208.710934497755
47.0,4.0,18.0,31.0,22.0,49.0,10.0,17.0,22.0,35.0,17.0,17.0,15.0,22.0,22.0,22.0,21.0,37.0,5.0,9.0,0.10633484162895927,0.00904977375565611,0.04072398190045249,0.07013574660633484,0.049773755656108594,0.11085972850678733,0.02262443438914027,0.038461538461538464,0.049773755656108594,0.07918552036199095,0.038461538461538464,0.038461538461538464,0.033936651583710405,0.049773755656108594,0.049773755656108594,0.049773755656108594,0.04751131221719457,0.083710407239819,0.011312217194570135,0.020361990950226245,442.0,0.08144796380090497,-0.14366515837104152,47942.14130000006,6.102086448669432,26.282352941176462,0.2828054298642534,0.23303167420814477,0.29411764705882354,8932.392569827367,10125.71287239284,19058.105442220225
58.0,9.0,46.0,43.0,28.0,51.0,20.0,47.0,41.0,74.0,15.0,34.0,30.0,30.0,39.0,47.0,39.0,38.0,5.0,40.0,0.07901907356948229,0.01226158038147139,0.06267029972752043,0.05858310626702997,0.03814713896457766,0.06948228882833787,0.027247956403269755,0.06403269754768393,0.055858310626702996,0.1008174386920981,0.020435967302452316,0.04632152588555858,0.04087193460490463,0.04087193460490463,0.05313351498637602,0.06403269754768393,0.05313351498637602,0.051771117166212535,0.006811989100817439,0.05449591280653951,734.0,0.0994550408719346,-0.32506811989100803,82591.78800000047,6.164893531799316,42.221035422343455,0.31607629427792916,0.220708446866485,0.25885558583106266,13601.891527364285,14360.529773272796,27962.421300637077
37.0,0.0,14.0,15.0,9.0,29.0,5.0,22.0,21.0,31.0,6.0,16.0,26.0,25.0,11.0,18.0,23.0,22.0,13.0,15.0,0.10335195530726257,0.0,0.03910614525139665,0.04189944134078212,0.025139664804469275,0.08100558659217877,0.013966480446927373,0.061452513966480445,0.05865921787709497,0.08659217877094973,0.01675977653631285,0.0446927374301676,0.07262569832402235,0.06983240223463687,0.030726256983240222,0.05027932960893855,0.06424581005586592,0.061452513966480445,0.036312849162011177,0.04189944134078212,358.0,0.10335195530726257,-0.2650837988826818,39550.626000000004,8.783640098571777,36.4980726256983,0.3128491620111732,0.24860335195530728,0.24860335195530725,6672.426435613391,7957.073449943879,14629.49988555728
18.0,1.0,15.0,7.0,6.0,14.0,1.0,13.0,11.0,22.0,0.0,3.0,7.0,6.0,7.0,5.0,8.0,7.0,0.0,4.0,0.11612903225806452,0.0064516129032258064,0.0967741935483871,0.04516129032258064,0.03870967741935484,0.09032258064516129,0.0064516129032258064,0.08387096774193549,0.07096774193548387,0.14193548387096774,0.0,0.01935483870967742,0.04516129032258064,0.03870967741935484,0.04516129032258064,0.03225806451612903,0.05161290322580645,0.04516129032258064,0.0,0.025806451612903226,155.0,0.06451612903225806,0.035483870967742005,16694.997799999983,4.99810276031494,21.530387096774174,0.3354838709677419,0.1870967741935484,0.3032258064516129,4444.517719407487,6828.052795643104,11272.570515050602
37.0,4.0,23.0,26.0,12.0,38.0,22.0,21.0,8.0,44.0,8.0,13.0,18.0,27.0,25.0,24.0,17.0,38.0,4.0,12.0,0.08788598574821853,0.009501187648456057,0.05463182897862233,0.06175771971496437,0.028503562945368172,0.09026128266033254,0.052256532066508314,0.0498812351543943,0.019002375296912115,0.10451306413301663,0.019002375296912115,0.030878859857482184,0.04275534441805225,0.06413301662707839,0.05938242280285035,0.057007125890736345,0.040380047505938245,0.09026128266033254,0.009501187648456057,0.028503562945368172,421.0,0.0665083135391924,-0.17387173396674604,46319.78920000005,5.720355796813965,50.362470308788595,0.3111638954869359,0.2209026128266033,0.27315914489311166,8800.231030225488,9719.742868749121,18519.973898974575
10.0,0.0,9.0,12.0,3.0,14.0,2.0,13.0,8.0,18.0,3.0,3.0,3.0,8.0,14.0,13.0,9.0,18.0,0.0,3.0,0.06134969325153374,0.0,0.05521472392638037,0.0736196319018405,0.018404907975460124,0.08588957055214724,0.012269938650306749,0.07975460122699386,0.049079754601226995,0.11042944785276074,0.018404907975460124,0.018404907975460124,0.018404907975460124,0.049079754601226995,0.08588957055214724,0.07975460122699386,0.05521472392638037,0.11042944785276074,0.0,0.018404907975460124,163.0,0.03680981595092025,-0.05521472392638028,17916.423499999997,8.247521018981931,33.20429447852759,0.33742331288343563,0.20245398773006135,0.2638036809815951,4511.45823522574,4997.043397930663,9508.501633156391
50.0,7.0,20.0,33.0,19.0,27.0,15.0,19.0,16.0,43.0,8.0,20.0,26.0,28.0,34.0,23.0,22.0,30.0,15.0,14.0,0.10660980810234541,0.014925373134328358,0.042643923240938165,0.07036247334754797,0.04051172707889126,0.057569296375266525,0.031982942430703626,0.04051172707889126,0.03411513859275053,0.09168443496801706,0.017057569296375266,0.042643923240938165,0.05543710021321962,0.05970149253731343,0.07249466950959488,0.04904051172707889,0.046908315565031986,0.06396588486140725,0.031982942430703626,0.029850746268656716,469.0,0.1023454157782516,-0.39232409381663136,53349.83900000008,6.567086219787597,42.45547974413644,0.29850746268656714,0.2046908315565032,0.2857142857142857,9830.284278408435,10509.506427876706,20339.790706285155
47.0,4.0,24.0,29.0,24.0,28.0,10.0,17.0,22.0,54.0,8.0,19.0,23.0,21.0,17.0,19.0,23.0,27.0,3.0,9.0,0.10981308411214953,0.009345794392523364,0.056074766355140186,0.06775700934579439,0.056074766355140186,0.06542056074766354,0.02336448598130841,0.0397196261682243,0.0514018691588785,0.1261682242990654,0.018691588785046728,0.04439252336448598,0.053738317757009345,0.04906542056074766,0.0397196261682243,0.04439252336448598,0.053738317757009345,0.0630841121495327,0.007009345794392523,0.02102803738317757,428.0,0.08411214953271028,-0.09672897196261689,47113.25360000006,5.2375085830688475,35.91357476635513,0.3130841121495327,0.20794392523364486,0.32242990654205606,7345.041056991448,8389.73470483751,15734.77576182899
43.0,5.0,21.0,21.0,12.0,36.0,11.0,14.0,12.0,50.0,5.0,15.0,17.0,14.0,23.0,22.0,20.0,31.0,2.0,10.0,0.11197916666666667,0.013020833333333334,0.0546875,0.0546875,0.03125,0.09375,0.028645833333333332,0.036458333333333336,0.03125,0.13020833333333334,0.013020833333333334,0.0390625,0.044270833333333336,0.036458333333333336,0.059895833333333336,0.057291666666666664,0.052083333333333336,0.08072916666666667,0.005208333333333333,0.026041666666666668,384.0,0.0625,-0.015104166666666669,41246.47630000006,5.899000740051269,33.824999999999996,0.30989583333333337,0.234375,0.30989583333333337,7219.764064755935,9405.082831380845,16624.846896136754
35.0,10.0,35.0,43.0,24.0,42.0,16.0,35.0,28.0,40.0,11.0,27.0,26.0,15.0,38.0,26.0,27.0,33.0,7.0,22.0,0.06481481481481481,0.018518518518518517,0.06481481481481481,0.07962962962962963,0.044444444444444446,0.07777777777777778,0.02962962962962963,0.06481481481481481,0.05185185185185185,0.07407407407407407,0.020370370370370372,0.05,0.04814814814814815,0.027777777777777776,0.07037037037037037,0.04814814814814815,0.05,0.06111111111111111,0.012962962962962963,0.040740740740740744,540.0,0.09814814814814815,-0.48185185185185164,61379.664600000135,5.799532508850096,44.44296296296304,0.29814814814814816,0.2240740740740741,0.23888888888888887,11731.488553842351,12133.365085538111,23864.85363938048
31.0,1.0,21.0,20.0,12.0,29.0,3.0,16.0,30.0,21.0,10.0,10.0,15.0,11.0,8.0,14.0,16.0,26.0,5.0,6.0,0.10163934426229508,0.003278688524590164,0.06885245901639345,0.06557377049180328,0.03934426229508197,0.09508196721311475,0.009836065573770493,0.05245901639344262,0.09836065573770492,0.06885245901639345,0.03278688524590164,0.03278688524590164,0.04918032786885246,0.036065573770491806,0.02622950819672131,0.04590163934426229,0.05245901639344262,0.08524590163934426,0.01639344262295082,0.019672131147540985,305.0,0.07540983606557378,-0.255737704918033,33080.539999999986,5.802658653259278,23.10888524590164,0.28196721311475414,0.22295081967213115,0.26885245901639343,5560.772737466765,6999.553568206402,12560.326305673147
35.0,3.0,16.0,11.0,4.0,20.0,6.0,17.0,7.0,38.0,8.0,9.0,12.0,23.0,16.0,28.0,16.0,25.0,2.0,4.0,0.11666666666666667,0.01,0.05333333333333334,0.03666666666666667,0.013333333333333334,0.06666666666666667,0.02,0.056666666666666664,0.023333333333333334,0.12666666666666668,0.02666666666666667,0.03,0.04,0.07666666666666666,0.05333333333333334,0.09333333333333334,0.05333333333333334,0.08333333333333333,0.006666666666666667,0.013333333333333334,300.0,0.03333333333333333,0.09999999999999962,31997.285000000014,5.858247184753417,38.12166666666668,0.3,0.22999999999999998,0.30666666666666664,6434.569368484825,7693.536088497668,14128.105456982472
31.0,3.0,17.0,25.0,14.0,466.0,19.0,22.0,12.0,37.0,12.0,6.0,15.0,16.0,21.0,11.0,14.0,17.0,7.0,11.0,0.03994845360824742,0.003865979381443299,0.02190721649484536,0.03221649484536082,0.01804123711340206,0.6005154639175257,0.024484536082474227,0.028350515463917526,0.015463917525773196,0.04768041237113402,0.015463917525773196,0.007731958762886598,0.019329896907216496,0.020618556701030927,0.027061855670103094,0.014175257731958763,0.01804123711340206,0.02190721649484536,0.00902061855670103,0.014175257731958763,776.0,0.041237113402061855,-0.3085051546391771,63384.115299999394,6.088047218322752,92.800141752578,0.13917525773195877,0.6417525773195876,0.13530927835051546,7990.987193494842,10742.593313205005,18733.580506699855
40.0,2.0,21.0,16.0,11.0,32.0,10.0,16.0,12.0,24.0,8.0,7.0,3.0,6.0,15.0,13.0,14.0,19.0,1.0,2.0,0.14705882352941177,0.007352941176470588,0.07720588235294118,0.058823529411764705,0.04044117647058824,0.11764705882352941,0.03676470588235294,0.058823529411764705,0.04411764705882353,0.08823529411764706,0.029411764705882353,0.025735294117647058,0.011029411764705883,0.022058823529411766,0.05514705882352941,0.04779411764705882,0.051470588235294115,0.06985294117647059,0.003676470588235294,0.007352941176470588,272.0,0.051470588235294115,0.012500000000000022,28625.091799999995,5.448040199279785,19.938235294117636,0.26838235294117646,0.20220588235294118,0.3235294117647059,6361.437622385386,7277.7588814096935,13639.196503795038
22.0,4.0,20.0,27.0,11.0,25.0,4.0,26.0,18.0,33.0,10.0,12.0,17.0,9.0,19.0,10.0,19.0,15.0,4.0,9.0,0.07006369426751592,0.012738853503184714,0.06369426751592357,0.08598726114649681,0.03503184713375796,0.07961783439490445,0.012738853503184714,0.08280254777070063,0.05732484076433121,0.10509554140127389,0.03184713375796178,0.03821656050955414,0.054140127388535034,0.028662420382165606,0.06050955414012739,0.03184713375796178,0.06050955414012739,0.04777070063694268,0.012738853503184714,0.028662420382165606,314.0,0.07643312101910829,-0.24044585987261177,35304.22920000001,5.10905246734619,38.88630573248408,0.31210191082802546,0.20382165605095542,0.29299363057324845,6457.239677001271,7212.1327406619785,13669.372417663251
48.0,5.0,36.0,29.0,23.0,27.0,13.0,21.0,20.0,47.0,9.0,25.0,26.0,20.0,31.0,12.0,22.0,29.0,9.0,17.0,0.1023454157782516,0.010660980810234541,0.0767590618336887,0.06183368869936034,0.04904051172707889,0.057569296375266525,0.02771855010660981,0.04477611940298507,0.042643923240938165,0.10021321961620469,0.019189765458422176,0.053304904051172705,0.05543710021321962,0.042643923240938165,0.06609808102345416,0.0255863539445629,0.046908315565031986,0.06183368869936034,0.019189765458422176,0.03624733475479744,469.0,0.1044776119402985,-0.3761194029850747,53355.788400000056,5.4538377761840815,46.100277185501064,0.31130063965884863,0.19189765458422176,0.28358208955223885,9926.544956813701,12256.966825576268,22183.51178238996
37.0,6.0,27.0,30.0,21.0,39.0,12.0,25.0,10.0,45.0,7.0,15.0,21.0,28.0,28.0,30.0,26.0,26.0,7.0,11.0,0.082039911308204,0.013303769401330377,0.0598669623059867,0.06651884700665188,0.04656319290465632,0.08647450110864745,0.026607538802660754,0.05543237250554324,0.022172949002217297,0.09977827050997783,0.015521064301552107,0.03325942350332594,0.04656319290465632,0.06208425720620843,0.06208425720620843,0.06651884700665188,0.057649667405764965,0.057649667405764965,0.015521064301552107,0.024390243902439025,451.0,0.08647450110864746,-0.26385809312638636,49958.56020000003,5.062160301208496,49.49270509977832,0.2993348115299335,0.23281596452328157,0.2638580931263858,8302.774785533818,8757.386714915292,17060.161500449114
