0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54
5.0,0.0,7.0,3.0,2.0,5.0,4.0,4.0,10.0,13.0,2.0,3.0,4.0,4.0,5.0,3.0,5.0,3.0,2.0,6.0,0.05555555555555555,0.0,0.07777777777777778,0.03333333333333333,0.022222222222222223,0.05555555555555555,0.044444444444444446,0.044444444444444446,0.1111111111111111,0.14444444444444443,0.022222222222222223,0.03333333333333333,0.044444444444444446,0.044444444444444446,0.05555555555555555,0.03333333333333333,0.05555555555555555,0.03333333333333333,0.022222222222222223,0.06666666666666667,90.0,0.11111111111111112,-0.6588888888888895,10602.131399999993,9.52199649810791,19.98985005720125,5.109041064222174,-16.948894853395178,25.58555555555554,0.3333333333333333,0.16666666666666666,0.25555555555555554,2456.2571926432706,3274.70565439901,5730.962847042288
23.0,3.0,12.0,12.0,7.0,15.0,4.0,8.0,10.0,25.0,6.0,1.0,15.0,6.0,15.0,13.0,6.0,17.0,5.0,5.0,0.11057692307692307,0.014423076923076924,0.057692307692307696,0.057692307692307696,0.03365384615384615,0.07211538461538461,0.019230769230769232,0.038461538461538464,0.04807692307692308,0.1201923076923077,0.028846153846153848,0.004807692307692308,0.07211538461538461,0.028846153846153848,0.07211538461538461,0.0625,0.028846153846153848,0.08173076923076923,0.02403846153846154,0.02403846153846154,208.0,0.08173076923076923,-0.005288461538461511,22983.457700000003,7.731887626647949,29.982204869871744,0.8513881317342893,-32.84995515583619,30.139903846153842,0.32211538461538464,0.2115384615384615,0.3173076923076923,4252.849027988653,5242.616994391087,9495.466022379762
4.0,1.0,6.0,10.0,6.0,4.0,5.0,3.0,7.0,8.0,3.0,5.0,4.0,3.0,5.0,4.0,5.0,10.0,0.0,4.0,0.041237113402061855,0.010309278350515464,0.061855670103092786,0.10309278350515463,0.061855670103092786,0.041237113402061855,0.05154639175257732,0.030927835051546393,0.07216494845360824,0.08247422680412371,0.030927835051546393,0.05154639175257732,0.041237113402061855,0.030927835051546393,0.05154639175257732,0.041237113402061855,0.05154639175257732,0.10309278350515463,0.0,0.041237113402061855,97.0,0.10309278350515463,-0.5319587628865983,11341.727799999986,5.674600410461426,17.98824636688471,-4.090093414726319,-21.949385023203448,55.23103092783505,0.31958762886597936,0.17525773195876287,0.25773195876288657,2851.146545269145,3357.5643892286166,6208.710934497755
47.0,4.0,18.0,31.0,22.0,49.0,10.0,17.0,22.0,35.0,17.0,17.0,15.0,22.0,22.0,22.0,21.0,37.0,5.0,9.0,0.10633484162895927,0.00904977375565611,0.04072398190045249,0.07013574660633484,0.049773755656108594,0.11085972850678733,0.02262443438914027,0.038461538461538464,0.049773755656108594,0.07918552036199095,0.038461538461538464,0.038461538461538464,0.033936651583710405,0.049773755656108594,0.049773755656108594,0.049773755656108594,0.04751131221719457,0.083710407239819,0.011312217194570135,0.020361990950226245,442.0,0.08144796380090497,-0.14366515837104152,47942.14130000006,6.102086448669432,54.97006003466072,-4.631606629314902,-62.77903833678562,26.282352941176462,0.2828054298642534,0.23303167420814477,0.29411764705882354,8932.392569827367,10125.71287239284,19058.105442220225
58.0,9.0,46.0,43.0,28.0,44.0,20.0,47.0,41.0,74.0,15.0,34.0,30.0,30.0,39.0,47.0,39.0,38.0,5.0,40.0,0.07977991746905089,0.012379642365887207,0.06327372764786796,0.059147180192572216,0.03851444291609354,0.06052269601100413,0.027510316368638238,0.06464924346629987,0.05639614855570839,0.10178817056396149,0.02063273727647868,0.04676753782668501,0.04126547455295736,0.04126547455295736,0.05364511691884457,0.06464924346629987,0.05364511691884457,0.052269601100412656,0.0068775790921595595,0.055020632737276476,727.0,0.10041265474552957,-0.3243466299862448,82192.42890000048,6.164893531799316,100.94076702602275,-7.494427740548261,-138.6056716724156,42.06429160935364,0.3191196698762036,0.21320495185694638,0.2613480055020633,13601.891527364285,14360.529773272796,27962.421300637077
37.0,0.0,14.0,15.0,9.0,29.0,5.0,22.0,21.0,31.0,6.0,16.0,26.0,25.0,11.0,18.0,23.0,22.0,13.0,15.0,0.10335195530726257,0.0,0.03910614525139665,0.04189944134078212,0.025139664804469275,0.08100558659217877,0.013966480446927373,0.061452513966480445,0.05865921787709497,0.08659217877094973,0.01675977653631285,0.0446927374301676,0.07262569832402235,0.06983240223463687,0.030726256983240222,0.05027932960893855,0.06424581005586592,0.061452513966480445,0.036312849162011177,0.04189944134078212,358.0,0.10335195530726257,-0.2650837988826818,39550.626000000004,8.783640098571777,37.97935017343693,3.2535190770189573,-44.88748902624639,36.4980726256983,0.3128491620111732,0.24860335195530728,0.24860335195530725,6672.426435613391,7957.073449943879,14629.49988555728
18.0,1.0,15.0,7.0,6.0,11.0,1.0,13.0,11.0,22.0,0.0,3.0,7.0,6.0,7.0,5.0,8.0,7.0,0.0,4.0,0.11842105263157894,0.006578947368421052,0.09868421052631579,0.046052631578947366,0.039473684210526314,0.07236842105263158,0.006578947368421052,0.08552631578947369,0.07236842105263158,0.14473684210526316,0.0,0.019736842105263157,0.046052631578947366,0.039473684210526314,0.046052631578947366,0.03289473684210526,0.05263157894736842,0.046052631578947366,0.0,0.02631578947368421,152.0,0.06578947368421052,0.04407894736842109,16523.84389999998,4.99810276031494,19.98133905300566,-4.1411955540299985,-27.929182889922963,23.433618421052614,0.34210526315789475,0.17105263157894735,0.3092105263157895,4444.517719407487,6828.052795643104,11272.570515050602
37.0,4.0,23.0,26.0,12.0,38.0,22.0,21.0,8.0,44.0,8.0,13.0,18.0,27.0,25.0,24.0,17.0,38.0,4.0,12.0,0.08788598574821853,0.009501187648456057,0.05463182897862233,0.06175771971496437,0.028503562945368172,0.09026128266033254,0.052256532066508314,0.0498812351543943,0.019002375296912115,0.10451306413301663,0.019002375296912115,0.030878859857482184,0.04275534441805225,0.06413301662707839,0.05938242280285035,0.057007125890736345,0.040380047505938245,0.09026128266033254,0.009501187648456057,0.028503562945368172,421.0,0.0665083135391924,-0.17387173396674604,46319.78920000005,5.720355796813965,55.96725667388596,-14.08462345577692,-65.75043293700006,50.362470308788595,0.3111638954869359,0.2209026128266033,0.27315914489311166,8800.231030225488,9719.742868749121,18519.973898974575
10.0,0.0,9.0,12.0,3.0,14.0,2.0,13.0,8.0,18.0,3.0,3.0,3.0,8.0,14.0,13.0,9.0,18.0,0.0,3.0,0.06134969325153374,0.0,0.05521472392638037,0.0736196319018405,0.018404907975460124,0.08588957055214724,0.012269938650306749,0.07975460122699386,0.049079754601226995,0.11042944785276074,0.018404907975460124,0.018404907975460124,0.018404907975460124,0.049079754601226995,0.08588957055214724,0.07975460122699386,0.05521472392638037,0.11042944785276074,0.0,0.018404907975460124,163.0,0.03680981595092025,-0.05521472392638028,17916.423499999997,8.247521018981931,24.98489796114454,1.002906346911356,-24.860285836030663,33.20429447852759,0.33742331288343563,0.20245398773006135,0.2638036809815951,4511.45823522574,4997.043397930663,9508.501633156391
50.0,7.0,20.0,33.0,19.0,27.0,15.0,19.0,16.0,43.0,8.0,20.0,26.0,28.0,34.0,23.0,22.0,30.0,15.0,14.0,0.10660980810234541,0.014925373134328358,0.042643923240938165,0.07036247334754797,0.04051172707889126,0.057569296375266525,0.031982942430703626,0.04051172707889126,0.03411513859275053,0.09168443496801706,0.017057569296375266,0.042643923240938165,0.05543710021321962,0.05970149253731343,0.07249466950959488,0.04904051172707889,0.046908315565031986,0.06396588486140725,0.031982942430703626,0.029850746268656716,469.0,0.1023454157782516,-0.39232409381663136,53349.83900000008,6.567086219787597,65.96751702128165,-2.278647075164862,-74.66029641640525,42.45547974413644,0.29850746268656714,0.2046908315565032,0.2857142857142857,9830.284278408435,10509.506427876706,20339.790706285155
